true_label,predicted_label,predicted_probability,is_correct,confidence,social_activity_score,socializing_score,introversion_score,Time_spent_Alone,Stage_fear,Social_event_attendance,Drained_after_socializing,Going_outside
0,1,0.6591311233304719,False,0.6591311233304719,-2.357043172728231,-6.277280672575241,3.92023749984701,2.0333577697882688,1.898859874103892,-1.594120200112386,1.8868797300587408,-0.5258593755176212
1,0,0.03896406716556756,False,0.9610359328344324,-3.2918792378307105,-6.86953111084675,3.57765187301604,1.6907721429572984,1.898859874103892,-0.4683870087554144,1.8868797300587408,-1.0310989539454434
1,0,0.07853597963451281,False,0.9214640203654871,-6.515744233265018,-9.408224852619115,2.8924806193540986,1.0056008892953572,1.898859874103892,-1.2188758029933957,1.8868797300587408,-2.041578110801088
0,1,0.9933385857737574,False,0.9933385857737574,1.6657483006609357,1.8752941499880096,-0.2095458493270741,0.3204296356334159,-0.5266318034509623,0.6573461826015572,-0.5299754849604901,0.9898593597658452
1,0,0.021978945931946017,False,0.978021054068054,-4.785606735574009,-9.39101548908296,4.605408753508952,2.7185290234502104,-0.5266318034509623,-1.2188758029933957,1.8868797300587408,-1.0310989539454434
0,1,0.9947003656627212,False,0.9947003656627212,-0.1914334128663765,1.3884549437845806,-1.579888356650957,-1.0499128716904669,-0.5266318034509623,-0.4683870087554144,-0.5299754849604901,0.9898593597658452
0,1,0.8771614882622989,False,0.8771614882622989,-1.443536740165848,-3.289504651824598,1.84596791165875,2.37594339661924,-0.5266318034509623,-0.8436314058744049,-0.5299754849604901,0.4846197813380231
0,1,0.9820861179735859,False,0.9820861179735859,-0.3566430548037312,-0.147097205476657,-0.2095458493270741,0.3204296356334159,-0.5266318034509623,-0.0931426116364238,-0.5299754849604901,-0.5258593755176212
0,1,0.9864946184847267,False,0.9864946184847267,3.2343012017809203,4.129018304769936,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,0.4846197813380231
0,1,0.9950694252496491,False,0.9950694252496491,4.703015295100887,5.597732398089902,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,0.9898593597658452
1,0,0.0903422006958574,False,0.9096577993041426,-3.5665258652901084,-5.773835230982265,2.207309365692157,0.3204296356334159,1.898859874103892,-1.2188758029933957,1.8868797300587408,-1.0310989539454434
1,0,0.036045340283230046,False,0.96395465971677,-3.9065558017805753,-6.799036421134673,2.8924806193540986,1.0056008892953572,-0.5266318034509623,-1.594120200112386,1.8868797300587408,-0.020619797089799
1,0,0.021923904013822357,False,0.9780760959861776,-5.276864129053902,-7.465417667543623,2.18855353848972,2.7185290234502104,1.898859874103892,-1.594120200112386,-0.5299754849604901,-1.0310989539454434
1,0,0.007524250956073584,False,0.9924757490439264,-4.8186291925895794,-9.424037946098531,4.605408753508952,2.7185290234502104,1.898859874103892,-1.594120200112386,1.8868797300587408,-1.5363385323732657
0,1,0.9986218005225981,False,0.9986218005225981,3.6271528292141726,4.521869932203188,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,1.783079373958529,-0.5299754849604901,0.9898593597658452
1,0,0.28866496725945245,False,0.7113350327405475,-5.650675484419514,-7.5153992232807,1.8647237388611864,-0.0221559911975546,1.898859874103892,-1.2188758029933957,1.8868797300587408,-1.5363385323732657
1,0,0.08855057398166379,False,0.9114494260183362,-5.0528471889243365,-6.574985300954552,1.522138112030216,-0.3647416180285253,1.898859874103892,-1.2188758029933957,1.8868797300587408,-2.041578110801088
0,1,0.9984085327076007,False,0.9984085327076007,2.2532194565745147,3.490522186394501,-1.237302729819986,-0.7073272448594959,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,-0.020619797089799
1,0,0.012716126798930895,False,0.9872838732010691,-3.432905638614945,-8.038314392123898,4.605408753508952,2.7185290234502104,1.898859874103892,-1.2188758029933957,1.8868797300587408,-0.5258593755176212
1,0,0.06471872557564605,False,0.9352812744243539,-4.786365697433585,-8.706603197280595,3.92023749984701,2.0333577697882688,1.898859874103892,-0.0931426116364238,1.8868797300587408,-2.041578110801088
1,0,0.01793917172739284,False,0.9820608282726072,-6.285151282296593,-9.177631901650692,2.8924806193540986,1.0056008892953572,1.898859874103892,-1.9693645972313765,1.8868797300587408,-1.5363385323732657
1,0,0.040376557715440686,False,0.9596234422845593,-3.9073147636401497,-6.4572097561632775,2.549894992523128,0.6630152624643866,1.898859874103892,-0.4683870087554144,1.8868797300587408,-1.0310989539454434
1,0,0.014088485577008496,False,0.9859115144229915,-4.166546164398238,-7.059026783752337,2.8924806193540986,1.0056008892953572,1.898859874103892,-0.8436314058744049,1.8868797300587408,-1.0310989539454434
1,0,0.0031542653021184386,False,0.9968457346978815,-3.794167850786005,-7.029234096971074,3.235066246185069,1.3481865161263278,1.898859874103892,-1.9693645972313765,1.8868797300587408,-0.020619797089799
0,1,0.9451329639980525,False,0.9451329639980525,2.128367244351164,1.9953274668472671,0.1330397775038965,0.6630152624643866,-0.5266318034509623,-0.0931426116364238,-0.5299754849604901,1.4950989381936677
0,1,0.9538519876728989,False,0.9538519876728989,-2.063356273201193,-2.9003231315694675,0.8369668583682743,-1.0499128716904669,1.898859874103892,-0.0931426116364238,1.8868797300587408,-0.5258593755176212
1,0,0.10563695846231523,False,0.8943630415376848,-4.333188848088973,-8.596011974766954,4.262823126677981,2.37594339661924,1.898859874103892,-1.2188758029933957,1.8868797300587408,-2.041578110801088
0,1,0.9987311117625545,False,0.9987311117625545,1.3874766278352066,2.6247793576551928,-1.237302729819986,-0.7073272448594959,-0.5266318034509623,-0.4683870087554144,-0.5299754849604901,0.9898593597658452
1,0,0.026674346829329565,False,0.9733256531706704,-5.652108526172892,-5.785148303676789,0.1330397775038965,0.6630152624643866,-0.5266318034509623,-1.9693645972313765,-0.5299754849604901,-1.0310989539454434
1,0,0.1187995181837847,False,0.8812004818162154,-2.813845067439174,-4.659812979097924,1.84596791165875,2.37594339661924,-0.5266318034509623,-0.8436314058744049,-0.5299754849604901,-0.5258593755176212
1,0,0.012367770454918584,False,0.9876322295450815,-3.922729990341458,-4.740941021507296,0.8182110311658377,1.3481865161263278,1.898859874103892,-0.8436314058744049,-0.5299754849604901,-1.0310989539454434
1,0,0.028726000543302665,False,0.9712739994566973,-4.524183331202968,-6.731492696895125,2.207309365692157,0.3204296356334159,1.898859874103892,-1.2188758029933957,1.8868797300587408,-0.5258593755176212
1,0,0.2858720223566246,False,0.7141279776433753,-7.248625797188736,-11.854034550697689,4.605408753508952,2.7185290234502104,1.898859874103892,-1.9693645972313765,1.8868797300587408,-1.5363385323732657
1,0,0.24054702912875295,False,0.7594529708712471,-5.633068254105252,-9.553305753952262,3.92023749984701,2.0333577697882688,1.898859874103892,-1.2188758029933957,1.8868797300587408,-1.0310989539454434
0,1,0.9957660817768025,False,0.9957660817768025,1.1971562246150156,2.0918733276040307,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,0.9898593597658452
1,0,0.1138095553526385,False,0.8861904446473615,-3.0576612414959543,-7.320484368173935,4.262823126677981,2.37594339661924,1.898859874103892,-0.8436314058744049,1.8868797300587408,-0.5258593755176212
0,1,0.9948567957650349,False,0.9948567957650349,2.3692324529354165,2.5787783022624904,-0.2095458493270741,0.3204296356334159,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,-0.020619797089799
1,0,0.005283419665677574,False,0.9947165803343224,-3.231554015919352,-7.151791515766361,3.92023749984701,2.0333577697882688,1.898859874103892,-1.9693645972313765,1.8868797300587408,-1.5363385323732657
0,1,0.9977810636489483,False,0.9977810636489483,1.2302760384900893,2.467578768310076,-1.237302729819986,-0.7073272448594959,-0.5266318034509623,-0.4683870087554144,-0.5299754849604901,0.4846197813380231
0,1,0.9811851193492143,False,0.9811851193492143,4.165512221517068,5.060229324506084,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,-0.0931426116364238,-0.5299754849604901,0.9898593597658452
0,1,0.9936569328901738,False,0.9936569328901738,1.9455503720995464,3.525438728750504,-1.579888356650957,-1.0499128716904669,-0.5266318034509623,0.2821017854825666,-0.5299754849604901,-0.5258593755176212
0,1,0.9412904541895051,False,0.9412904541895051,0.35704215367594,-1.1463401311518386,1.5033822848277787,2.0333577697882688,-0.5266318034509623,-0.0931426116364238,-0.5299754849604901,-0.020619797089799
1,0,0.09332772174804348,False,0.9066722782519565,-4.7738165542390325,-6.295954666269248,1.522138112030216,-0.3647416180285253,1.898859874103892,-1.2188758029933957,1.8868797300587408,-1.0310989539454434
0,1,0.9876072352825283,False,0.9876072352825283,3.6293448328271256,4.866647562647112,-1.237302729819986,-0.7073272448594959,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,1.4950989381936677
1,0,0.016020818825809326,False,0.9839791811741907,-4.885445543374027,-7.777926162728125,2.8924806193540986,1.0056008892953572,1.898859874103892,-1.9693645972313765,1.8868797300587408,-0.020619797089799
1,0,0.02061600810607076,False,0.9793839918939292,-3.660547624110842,-8.265956377619794,4.605408753508952,2.7185290234502104,1.898859874103892,-1.9693645972313765,1.8868797300587408,0.4846197813380231
1,0,0.006811559571684411,False,0.9931884404283156,-6.283718240543214,-9.518784486728284,3.235066246185069,1.3481865161263278,1.898859874103892,-1.2188758029933957,1.8868797300587408,-2.041578110801088
0,1,0.9965770013011644,False,0.9965770013011644,0.1860029878655673,1.0807200908545826,-0.8947171029890153,-0.3647416180285253,-0.5266318034509623,-0.4683870087554144,-0.5299754849604901,1.4950989381936677
0,1,0.9943158421897671,False,0.9943158421897671,4.488596532693345,6.068484889344301,-1.579888356650957,-1.0499128716904669,-0.5266318034509623,1.4078349768395382,-0.5299754849604901,1.4950989381936677
0,1,0.9871763390195012,False,0.9871763390195012,1.6173106169440568,2.169442093102101,-0.5521314761580447,-0.0221559911975546,-0.5266318034509623,-0.0931426116364238,-0.5299754849604901,0.4846197813380231
0,1,0.9950120686183193,False,0.9950120686183193,2.371424456548369,3.9513128131993263,-1.579888356650957,-1.0499128716904669,-0.5266318034509623,1.0325905797205477,-0.5299754849604901,0.4846197813380231
